aardvark;mrówkojad
springtime;wiosna
springy;sprężysty
sprinkle;posypać
sprinkled;posypane
sprinkler;tryskacz
sprinklers;zraszacze
sprinkles;posypka
sprinkling;tryskający
sprint;sprint
sprinted;sprintem
sprinter;sprinter
sprinters;sprinterzy
sprinting;sprint
sprints;sprinty
sprite;krasnoludek
sprites;skrzaty
sprocket;koło zębate
sprockets;zębatkami
sprout;kiełkować
sprouted;kiełkującego
sprouting;kiełkowanie
sprouts;kiełki
spruce;świerk
spruced;spruced
sprucing;sprucing
sprung;resorowany
spry;żwawy
spud;rydel
spume;piana
spun;uprzedzony
spunky;odważny
spur;ostroga
spurge;wilczomlecz
spurges;spurges
spurious;fałszywy
spuriously;nieprawdziwie
spurn;pogardzać
spurned;odtrącony
spurning;spurning
spurns;spurns
spurred;zachęciły
spurring;pobudza
spurs;ostrogi
spurt;zryw
spurted;trysnęła
spurting;tryskające
spurts;tryska
sputnik;sputnik
sputniks;sputników
sputter;pryskać
sputtered;pylistych
sputtering;napylania
sputum;plwocina
spy;szpieg
spyglass;luneta
spyhole;przeziernik
spying;szpiegowanie
spyings;spyings
squabble;sprzeczka
squabbled;spierało
squabbles;rozróby
squabbling;kłótnie
squad;drużyna
squadron;eskadra
squadrons;szwadrony
squads;oddziały
squalid;plugawy
squall;szkwał
squalling;squalling
squalls;szkwały
squally;sztormowy
squalor;brud
squander;zmarnować
squandered;roztrwonił
squandering;trwonienie
squanders;trwoni
square;kwadrat
squared;squared
squarely;kwadratowo
squareness;rzetelność
squarer;kwadratowe
squares;kwadraty
squaring;kwadratura
squarish;krępy
squash;zdusić
squashed;squashed
squashes;dynie
squashier;squashier
squashiest;squashiest
squashing;zgniatanie
squashy;gąbczasty
squat;kucać
squats;przysiady
squatted;przykucnął
squatter;skwater
squatters;skwaterowie
squatting;przycupnięty
squaw;żona indianina
squawk;skrzek
squawked;squawked
squawking;squawking
squawks;squawks
squeak;pisk
squeaked;pisnął
squeaker;piszczałka
squeakier;squeakier
squeakiest;squeakiest
squeaking;skrzypienie
squeaks;piski
squeaky;piskliwy
squeal;pisk
squealed;piszczały
squealer;donosiciel
squealing;pisk
squeals;piski
squeamish;wrażliwy
squeamishly;squeamishly
squeamishness;wrażliwość
squeegee;wycieraczka gumowa
squeeze;ściskać
squeezed;nękany
squeezer;zgniatarka
squeezes;ściska
squeezing;ściskanie
squeezy;squeezy
squelch;chlupotać
squelched;squelched
squelching;squelching
squelchy;squelchy
squib;satyra
squibs;petardy
squid;kałamarnica
squids;kałamarnice
squiggle;squiggle
squiggles;squiggles
squint;mrużyć np. oczy
squinted;zmrużył
squinting;mrugający
squints;mruży
squire;dziedzic
squirearchy;obszarnictwo
squires;squires
squirm;skręcać się
squirmed;przecisnął
squirming;wijące
squirms;squirms
squirrel;wiewiórka
squirrelled;squirrelled
squirrels;wiewiórki
squirt;tryskać
squirted;pryskał
squirting;squirting
squirts;tryska
srilanka;srilanka
stab;zasztyletować
stabbed;dźgnięty
stabber;stabber
stabbing;przeszywający
stabbings;stabbings
stabilisation;stabilizacja
stabilise;ustabilizować
stabilised;stabilizowane
stabiliser;stabilizator
stabilisers;stabilizatory
stabilises;stabilizuje
stabilising;stabilizujące
stability;stabilność
stable;stabilny
stabled;w stajni
stablemate;stajenna
stabler;stabler
stables;stajnie
stabling;niewywłaszczalny
stably;stabilnie
stabs;stabs
staccato;staccato
stack;stos
stacked;ułożone
stacker;unoszące
stacking;stacking
stacks;półki na książki
stadia;stadiony
stadium;stadion
stadiums;stadiony
staff;personel
staffed;obsadzony
staffing;zatrudnienie
staffroom;staffroom
staffs;sztaby
stag;jeleń
stage;etap
stagecoach;dyliżans
stagecoaches;stagecoaches
staged;wystawiany na scenie
stagehands;stagehands
stager;stary wyga
stages;gradacja
stagey;teatralny
stagflation;stagflacji
stagger;chwiać się na nogach
staggered;schodkowe
staggering;oszałamiający
staggeringly;staggeringly
staggers;zatacza
staging;inscenizacja
stagings;inscenizacje
stagnancy;zastój
stagnant;zastały
stagnate;stać
stagnated;zastój
stagnates;stagnacji
stagnating;stagnacji
stagnation;stagnacja
stags;jelenie
staid;stateczny
staidness;staidness
stain;plama
stained;poplamione
stainer;barwienia
staining;barwiący
stainless;nierdzewny
stains;plamy
stair;schodek
staircase;klatka schodowa
staircases;klatki schodowe
stairhead;stairhead
stairs;schody
stairway;klatka schodowa
stairways;schody
stairwell;klatka schodowa
stairwells;klatki schodowe
stake;stawka
staked;postawione
stakeholder;interesariuszy
stakeholders;interesariusze
stakes;pula
staking;staking
stalactite;sopel
stalactites;stalaktyty
stalagmite;stalagmit
stalagmites;stalagmity
stale;nieświeży
stalemate;pat
stalemated;martwym punkcie
stalemates;patowych
staleness;staleness
stalin;stalin
stalk;łodyga
stalked;podkradał
stalker;prześladowca
stalkers;stalkerów
stalking;myślistwo
stalks;łodygi
stall;stoisko
stalled;utknęły
stallholders;kramarze
stalling;zwłokę
stallion;ogier
stallions;ogiery
stalls;stajnie
stalwart;rosły
stalwarts;stalwarts
stamen;pręcik
stamens;pręciki
stamina;wytrzymałość
stammer;jąkanie się
stammered;wyjąkał
stammering;jąkający się
stammers;jąka
stamp;znaczek
stamped;wytłoczony
stampede;popłoch
stampeded;stampeded
stampeding;stampeding
stamper;stamper
stampers;stampers
stamping;cechowanie
stampings;wytłoczki
stamps;znaczki
stance;postawa
stances;postawy
stanchion;stempel
stanchions;stojaki
stand;stoisko
standard;standard
standardisation;normalizacja
standardisations;standaryzacji
standardise;ujednolicić
standardised;standaryzowane
standardises;standaryzuje
standardising;normalizująca
standards;standardy
standby;czekaj
standing;na stojąco
standings;klasyfikacja
standpoint;punkt widzenia
standpoints;stanowiska
stands;stoi
standstill;zastój
stank;śmierdziało
stanza;zwrotka
stanzas;strofy
stapes;strzemiączko
staphylococcus;gronkowiec
staple;zszywka
stapled;zszywane
stapler;zszywacz
staplers;zszywacze
staples;zszywki
stapling;zszywanie
star;gwiazda
starboard;sterburta
starch;skrobia
starched;nakrochmalony
starches;skrobie
starchier;starchier
starchiest;starchiest
starchy;skrobiowy
stardom;gwiazdorstwo
stardust;gwiezdny pył
stare;gapić się
stared;patrzył
starer;starer
stares;spojrzenia
starfish;rozgwiazda
stargaze;stargaze
stargazer;stargazer
stargazers;obserwatorzy
stargazing;stargazing
staring;gapiowski
stark;sztywny
starker;starker
starkest;starkest
starkly;starkly
starkness;surowością
starless;bezgwiezdny
starlet;gwiazdka
starlets;gwiazdeczki
starlight;gwiezdny
starlike;starlike
starling;szpak
starlings;szpaki
starlit;rozgwieżdżony
starred;ulubione
starrier;starrier
starriest;starriest
starring;w roli głównej
starry;gwiaździsty
starryeyed;starryeyed
stars;gwiazdy
starship;starship
starspangled;starspangled
starstruck;zafascynuje
starstudded;starstudded
start;początek
started;zaczęło się
starter;rozrusznik
starters;przystawki
starting;startowy
startle;przestraszyć
startled;zaskoczony
startles;zaskakuje
startling;zaskakujący
startlingly;startlingly
starts;rozpocznie
startup;uruchomienie
startups;startupy
starvation;głód
starve;głodować
starved;zagłodzony
starves;głodzi
starving;głodujący
stashed;ukryty
stashes;stashes
stashing;stashing
stasis;zastój
state;stan
statecraft;sztuka rządzenia państwem
stated;stwierdził
statehood;państwowość
stateless;bezpaństwowcem
stateliest;stateliest
stateliness;stateliness
stately;dostojny
statement;komunikat
statements;sprawozdania
stateoftheart;stateoftheart
staterooms;staterooms
states;stany
statesman;polityk
statesmanlike;męża stanu
statesmanship;umiejętność kierowania państwem
statesmen;mezowie
static;statyczny
statical;statyczne
statically;statycznie
statics;statyka
stating;stwierdzając
station;stacja
stationary;nieruchomy
stationed;stacjonował
stationer;sprzedawca artykułów papierniczych
stationers;stationers
stationery;materiały biurowe
stationing;stacjonowanie
stationmaster;zawiadowca
stations;stacje
statistic;statystyczny
statistical;statystyczny
statistically;statystycznie
statistician;statystyk
statisticians;statystycy
statistics;statystyka
stator;stojan
stators;stojany
statuary;rzeźbiarski
statue;statua
statues;posągi
statuesque;posągowy
statuette;statuetka
statuettes;statuetki
stature;wzrost
statures;bedziecie
status;status
statuses;statusy
statute;statut
statutes;statuty
statutorily;ustawowo
statutory;ustawowy
staunch;zagorzały
staunchest;zagorzały
staunching;staunching
staunchly;staunchly
staunchness;staunchness
stave;klepka
staved;staved
staves;klepki
staving;staving
stay;zostać
stayed;mieszkaliśmy
stayers;pozostający
staying;przebywający
stays;gorset
stead;stead
steadfast;niezłomny
steadfastly;wytrwale
steadfastness;niezłomność
steadied;przytrzymał
steadier;stabilniejszy
steadiest;najbardziej stabilny
steadily;stale
steadiness;stałość
steady;stały
steadygoing;steadygoing
steadying;uspokajający
steak;stek
steaks;steki
steal;ukraść
stealer;złodziej
stealers;stealers
stealing;kradzież
steals;kradnie
stealth;podstęp
stealthier;ukradkowy
stealthiest;ukradkowy
stealthily;ukradkiem
stealthy;ukradkowy
steam;parowy
steamboat;parowiec
steamboats;steamboats
steamed;gotowane na parze
steamer;parowiec
steamers;parowce
steamier;steamier
steamiest;steamiest
steaming;parzenie
steamroller;walec parowy
steamrollers;steamrollers
steams;opary wydzielające
steamship;parowiec
steamships;parowce
steamy;zaparowany
steed;rumak
steeds;rumaki
steel;stal
steelclad;steelclad
steeled;przygotował
steeling;sphere
steels;stale
steelwork;konstrukcje stalowe
steelworker;hutnik
steelworkers;hutników
steelworks;huty
steely;stalowy
steep;stromy
steeped;przesiąknięta
steepen;podnieść się stromo
steepened;wystromiła
steepening;wystromieniu
steepens;stromy
steeper;stroma
steepest;stroma
steeping;rozmiękczania
steeple;wieża kościelna
steeplechase;bieg z przeszkodami
steeplechaser;steeplechaser
steeplechasers;steeplechasers
steeplechasing;bezdrożach
steepled;steepled
steeplejack;pracownik wysokościowy
steeples;wieże
steeply;stromo
steepness;stromość
steeps;steeps
steer;sterować
steerable;sterowane
steerage;sterowanie
steered;kierowaną
steering;sterowniczy
steers;woły
stegosaurus;stegosaurus
stellar;gwiezdny
stellated;gwiazdowaty
stem;trzon
stemmed;wynikało
stemming;przybitka
stems;łodygi
stench;smród
stenches;stenches
stencil;szablon
stencilled;szablonu
stencils;szablony
stenographer;stenograf
stenographers;stenografowie
stenographic;stenograficzny
stenography;stenografia
stenosis;zwężenie
stentor;stentor
stentorian;tubalny
step;krok
stepbrother;przyrodni brat
stepchildren;pasierbów
stepdaughter;pasierbica
stepfather;ojczym
stepladder;drabina składana
stepmother;macocha
stepparents;przybrani rodzice
steppe;step
stepped;wyszedł
steppes;stepy
stepping;stepping
steps;kroki
stepsister;siostra przyrodnia
stepson;pasierb
stepsons;stepsons
stepwise;etapowe
steradians;steradianów
stereo;stereofoniczny
stereographic;stereographic
stereophonic;stereofoniczny
stereos;radioodtwarzacze
stereoscopic;stereoskopowy
stereoscopically;stereoskopowo
stereoscopy;stereoskopia
stereotype;stereotyp
stereotyped;stereotypowy
stereotypes;stereotypy
stereotypical;stereotypowy
stereotypically;stereotypowo
stereotyping;stereotypy
sterile;jałowy
sterilisation;sterylizacja
sterilisations;sterylizacje
sterilise;sterylizować
sterilised;wysterylizowany
steriliser;sterylizator
sterilising;sterylizujący
sterility;sterylność
sterling;szterling
stern;rufa
sterner;sterner
sternest;sternest
sternly;surowo
sternness;srogość
sterns;sterns
sternum;mostek
steroid;steryd
steroids;steroidy
stet;stet
stethoscope;stetoskop
stevedore;robotnik portowy
stew;gulasz
steward;steward
stewardess;stewardessa
stewardesses;stewardesy
stewards;stewardzi
stewardship;zarządzanie
stewed;duszony
stewing;stewing
stews;gulasze
stick;kij
sticker;naklejka
stickers;naklejki
stickiest;stickiest
stickily;stickily
stickiness;lepkość
sticking;klejący
stickleback;ciernik
sticklebacks;cierników
stickler;pedant
sticks;patyczki
sticky;lepki
sties;chlewy
stiff;sztywny
stiffen;usztywniać
stiffened;usztywniany
stiffener;usztywniacz
stiffening;usztywniający
stiffens;usztywnia
stiffer;sztywniejsze
stiffest;najsztywniejszy
stiffly;twardo
stiffnecked;karku
stiffness;sztywność
stifle;zdusić
stifled;stłumił
stifles;stawy kolanowe
stifling;duszny
stiflingly;stiflingly
stigma;piętno
stigmas;stygmaty
stigmata;stygmaty
stigmatisation;stygmatyzacja
stigmatise;piętnować
stigmatised;napiętnowane
stigmatising;piętnowanie
stiletto;sztylet
still;nadal
stillbirths;poronień
stillborn;poroniony
stilled;uspokaja
stiller;stiller
stilling;stilling
stillness;bezruch
stills;stills
stilt;szczudło
stilted;koturnowy
stilts;szczudła
stimulant;środek pobudzający
stimulants;stymulanty
stimulate;stymulować
stimulated;stymulowane
stimulates;stymuluje
stimulating;pobudzający
stimulation;stymulacja
stimulator;stymulator
stimulatory;stymulujący
stimuli;bodźce
stimulus;bodziec
sting;żądło
stinged;stinged
stinger;stinger
stingers;stingers
stingier;stingier
stingily;stingily
stinging;kłujący
stingray;płaszczka
stings;użądlenia
stingy;skąpy
stink;smród
stinker;gnojek
stinkers;stinkers
stinking;śmierdzący
stinks;śmierdzi
stinky;śmierdzący
stint;skąpić
stinted;stinted
stints;stints
stipel;stipel
stipend;zasiłek
stipendiary;stypendystką
stipends;stypendia
stippled;stippled
stipples;stipples
stipulate;zastrzec
stipulated;przewidzianych
stipulates;przewiduje
stipulating;wymagającym
stipulation;zastrzeżenie
stipulations;postanowienia
stir;wymieszać
stirfried;stirfried
stirfry;stirfry
stirred;wstrząśnięty
stirrer;mieszadło
stirrers;mieszadła
stirring;poruszający
stirrings;poruszenia
stirrup;strzemię
stirrups;strzemiona
stirs;stirs
stitch;szew
stitched;szyte
stitcher;stitcher
stitches;szwy
stitching;szwy
stoa;stoa
stoat;gronostaj
stoats;gronostaje
stochastic;stochastyczny
stock;zbiory
stockade;palisada
stockbroker;makler giełdowy
stockbrokers;maklerów
stockbroking;maklerskiej
stockcar;wagon bydlęcy
stocked;zaopatrzony
stockholders;akcjonariusze
stockholding;utrzymywanie zapasów
stockier;masywniejszego
stockily;masywniejszy
stocking;pończocha
stockinged;stockinged
stockings;pończochy
stockist;stockist
stockists;handlowcy
stockpile;robić zapasy żywności
stockpiled;gromadzonej
stockpiles;zapasy
stockpiling;t
stockroom;magazyn
stocks;dyby
stocktaking;inwentaryzacja
stocky;krępy
stodge;uczta
stodgier;stodgier
stodgiest;stodgiest
stodgy;wypchany
stoep;stoep
stoic;stoicki
stoical;stoicki
stoically;stoicyzmem
stoicism;stoicyzm
stoics;stoicy
stoke;palić w piecu
stoked;podsycane
stoker;palacz
stokers;palaczy
stokes;stokes
stoking;podsycanie
stole;ukradłem
stolen;skradziony
stolid;powściągliwy
stolidity;niewrażliwość
stolidly;flegmatycznie
stoma;por
stomach;żołądek
stomachache;ból brzucha
stomachs;żołądki
stomata;szparki
stomp;tupać
stomped;stomped
stomping;tupiąc
stomps;tupie
stone;złóg
stonecold;zimny jak kamień
stoned;zjarany
stoneless;drylowane
stonemason;kamieniarz
stonemasons;kamieniarzy
stones;kamienie
stonewalled;stonewalled
stoneware;kamionka
stonework;kamieniarka
stonier;stonier
stoniest;stoniest
stonily;lodowato
stoning;ukamienowanie
stony;kamienny
stood;stał
stooge;asystent komika
stooges;stooges
stool;stołek
stoolpigeon;stoolpigeon
stools;taborety
stoop;pochylenie
stooped;przygarbiony
stooping;przygarbiony
stoops;stoops
stop;zatrzymać
stopcock;kurek zamykający
stopgap;prowizorka
stopover;przerwa w podróży
stoppable;stoppable
stoppage;zatrzymanie
stoppages;przestoje
stopped;zatrzymany
stopper;korek
stoppered;zatkany
stoppers;korki
stopping;zatrzymanie
stops;zatrzymuje się
stopwatch;stoper
storage;przechowywanie
storages;magazyny
store;sklep
stored;przechowywany
storehouse;magazyn
storehouses;magazyny
storekeeper;magazynier
storekeepers;sklepikarze
storeman;magazynier
storeroom;magazyn
storerooms;magazyny
stores;sklepy
storey;piętro
storeys;piętrowy
stories;historie
storing;przechowywanie
stork;bocian
storks;bociany
storm;burza
stormed;szturmowali
stormer;stormer
stormers;stormers
stormier;stormier
stormiest;stormiest
storming;buńczuczny
storms;burze
stormtroopers;szturmowcy
stormy;burzliwy
story;fabuła
storybook;książeczka
storyline;fabuła
storylines;storylines
storyteller;anegdociarz
storytellers;gawędziarze
storytelling;opowiadanie
stout;gruby
stouter;stouter
stoutest;stoutest
stoutly;stanowczo
stoutness;otyłość
stove;kuchenka
stovepipe;stovepipe
stoves;piece
stow;schować
stowage;rozmieszczenie
stowaway;pasażer na gapę na statku
stowed;składowane
stowing;składowanie, przez
stows;stows
straddle;stanąć rozkrakiem
straddled;okrakiem
straddles;okrakiem
straddling;międzystrefowych
strafe;ostrzelać
strafed;ostrzelany
strafing;strafing
straggle;porozchodzić się
straggled;straggled
straggler;maruder
stragglers;maruderzy
straggling;rzadki
straggly;straggly
straight;prosto
straightaway;od razu
straighten;wyprostować
straightened;wyprostował
straightening;prostowanie
straightens;prostuje
straighter;celniej
straightest;najprostszą
straightforward;bezpośredni
straightforwardly;wprost
straightforwardness;prostolinijność
straightness;prostota
strain;odcedzić
strained;napięty
strainer;filtr
strainers;sitka
straining;naciągnięcie
strains;szczepy
strait;bełt
straiten;zubożyć
straitened;ściśnieni
straitjacket;kaftan bezpieczeństwa
straitjackets;straitjackets
straits;cieśnina
strand;pasmo
stranded;na mieliźnie
stranding;mieliznę
strands;nici
strange;dziwne
strangely;dziwnie
strangeness;osobliwość
stranger;nieznajomy
strangers;obcy
strangest;najdziwniejsza
strangle;udusić
strangled;uduszony
stranglehold;stranglehold
strangler;dusiciel
stranglers;stranglers
strangles;dusi
strangling;duszenie
strangulated;guzki
strangulation;uduszenie
strap;pasek
strapless;bez ramiączek
strapped;przywiązany
strapper;byczek
strapping;wysoki
straps;ramiączka
strata;warstwa
stratagem;podstęp
stratagems;fortele
strategic;strategiczny
strategically;strategicznie
strategies;strategie
